"id","cat_id","sub_category_name","sub_category_image","status"
87,11,"Celebrity Biographies","celebrity_bio.jpg","active"
88,11,"Political Biographies","political_bio.jpg","active"
89,11,"Sports Biographies","sports_bio.jpg","active"
90,11,"Business Leaders","business_bio.jpg","active"
91,11,"Historical Figures","historical_bio.jpg","active"
92,11,"Personal Memoirs","personal_memoir.jpg","active"
93,11,"Travel Memoirs","travel_memoir.jpg","active"
94,11,"War Memoirs","war_memoir.jpg","active"
95,12,"Personal Development","personal_development.jpg","active"
96,12,"Productivity","productivity.jpg","active"
97,12,"Leadership","leadership.jpg","active"
98,12,"Motivation","motivation.jpg","active"
99,12,"Success","success.jpg","active"
100,12,"Habits","habits.jpg","active"
101,12,"Communication Skills","communication.jpg","active"
102,12,"Time Management","time_management.jpg","active"
103,13,"Entrepreneurship","entrepreneurship.jpg","active"
104,13,"Marketing","marketing.jpg","active"
105,13,"Finance","finance.jpg","active"
106,13,"Management","management.jpg","active"
107,13,"Innovation","innovation.jpg","active"
108,13,"Strategy","strategy.jpg","active"
109,13,"Investing","investing.jpg","active"
110,14,"Diet & Nutrition","diet_nutrition.jpg","active"
111,14,"Fitness","fitness.jpg","active"
112,14,"Mental Health","mental_health.jpg","active"
113,14,"Alternative Medicine","alternative_medicine.jpg","active"
114,14,"Medical","medical.jpg","active"
115,14,"Yoga","yoga.jpg","active"
116,14,"Meditation","meditation.jpg","active"
117,15,"Travel Guides","travel_guides.jpg","active"
118,15,"Adventure Travel","adventure_travel.jpg","active"
119,15,"Cultural Travel","cultural_travel.jpg","active"
120,15,"Food & Travel","food_travel.jpg","active"
121,15,"Travel Essays","travel_essays.jpg","active"
122,16,"International Cuisine","international_cuisine.jpg","active"
123,16,"Baking","baking.jpg","active"
124,16,"Healthy Cooking","healthy_cooking.jpg","active"
125,16,"Quick & Easy","quick_easy.jpg","active"
126,16,"Vegetarian","vegetarian.jpg","active"
127,16,"Vegan","vegan.jpg","active"
128,16,"Desserts","desserts.jpg","active"
129,17,"Fine Arts","fine_arts.jpg","active"
130,17,"Photography","photography.jpg","active"
131,17,"Graphic Design","graphic_design.jpg","active"
132,17,"Fashion","fashion.jpg","active"
133,17,"Architecture","architecture.jpg","active"
134,17,"Crafts & Hobbies","crafts_hobbies.jpg","active"
135,18,"Music Biography","music_biography.jpg","active"
136,18,"Music Theory","music_theory.jpg","active"
137,18,"Music History","music_history.jpg","active"
138,18,"Songbooks","songbooks.jpg","active"
139,19,"Football","football.jpg","active"
140,19,"Basketball","basketball.jpg","active"
141,19,"Baseball","baseball.jpg","active"
142,19,"Soccer","soccer.jpg","active"
143,19,"Olympic Sports","olympic_sports.jpg","active"
144,19,"Extreme Sports","extreme_sports.jpg","active"
145,19,"Sports History","sports_history.jpg","active"
146,20,"Christianity","christianity.jpg","active"
147,20,"Islam","islam.jpg","active"
148,20,"Judaism","judaism.jpg","active"
149,20,"Buddhism","buddhism.jpg","active"
150,20,"Hinduism","hinduism.jpg","active"
151,20,"New Age","new_age.jpg","active"
152,20,"Comparative Religion","comparative_religion.jpg","active"
153,21,"Ethics","ethics.jpg","active"
154,21,"Political Philosophy","political_philosophy.jpg","active"
155,21,"Philosophy of Mind","philosophy_mind.jpg","active"
156,21,"Ancient Philosophy","ancient_philosophy.jpg","active"
157,21,"Modern Philosophy","modern_philosophy.jpg","active"
158,22,"Cognitive Psychology","cognitive_psychology.jpg","active"
159,22,"Social Psychology","social_psychology.jpg","active"
160,22,"Developmental Psychology","developmental_psychology.jpg","active"
161,22,"Clinical Psychology","clinical_psychology.jpg","active"
162,22,"Positive Psychology","positive_psychology.jpg","active"
163,23,"Biology","biology.jpg","active"
164,23,"Physics","physics.jpg","active"
165,23,"Chemistry","chemistry.jpg","active"
166,23,"Astronomy","astronomy.jpg","active"
167,23,"Earth Sciences","earth_sciences.jpg","active"
168,23,"Popular Science","popular_science.jpg","active"
169,24,"World History","world_history.jpg","active"
170,24,"American History","american_history.jpg","active"
171,24,"European History","european_history.jpg","active"
172,24,"Military History","military_history.jpg","active"
173,24,"Social History","social_history.jpg","active"
174,24,"Ancient Civilizations","ancient_civilizations.jpg","active"
175,25,"Contemporary Poetry","contemporary_poetry.jpg","active"
176,25,"Classic Poetry","classic_poetry.jpg","active"
177,25,"Love Poetry","love_poetry.jpg","active"
178,25,"Epic Poetry","epic_poetry.jpg","active"
179,25,"Haiku","haiku.jpg","active"
180,26,"Satire","satire.jpg","active"
181,26,"Parody","parody.jpg","active"
182,26,"Stand-up Comedy","standup_comedy.jpg","active"
183,26,"Humorous Essays","humorous_essays.jpg","active"
184,27,"Superhero Comics","superhero_comics.jpg","active"
185,27,"Indie Comics","indie_comics.jpg","active"
186,27,"Graphic Memoirs","graphic_memoirs.jpg","active"
187,27,"Web Comics","web_comics.jpg","active"
188,27,"Comic Strips","comic_strips.jpg","active"
189,28,"LGBTQ+ Fiction","lgbtq_fiction.jpg","active"
190,28,"LGBTQ+ Non-Fiction","lgbtq_nonfiction.jpg","active"
191,28,"LGBTQ+ Young Adult","lgbtq_ya.jpg","active"
192,28,"LGBTQ+ Memoir","lgbtq_memoir.jpg","active"
193,29,"Ancient Classics","ancient_classics.jpg","active"
194,29,"Modern Classics","modern_classics.jpg","active"
195,29,"American Classics","american_classics.jpg","active"
196,29,"British Classics","british_classics.jpg","active"
197,29,"World Classics","world_classics.jpg","active"
198,30,"Literary Contemporary","literary_contemporary.jpg","active"
199,30,"Domestic Fiction","domestic_fiction.jpg","active"
200,30,"Social Realism","social_realism.jpg","active"
201,31,"Organized Crime","organized_crime.jpg","active"
202,31,"White Collar Crime","white_collar_crime.jpg","active"
203,31,"Serial Killers","serial_killers.jpg","active"
204,31,"Heist","heist.jpg","active"
205,32,"Action Suspense","action_suspense.jpg","active"
206,32,"Domestic Suspense","domestic_suspense.jpg","active"
207,32,"Techno-Thriller","techno_thriller.jpg","active"
208,33,"Urban Paranormal","urban_paranormal.jpg","active"
209,33,"Occult","occult.jpg","active"
210,33,"Witches","witches.jpg","active"
211,33,"Angels & Demons","angels_demons.jpg","active"
212,34,"Christian Fiction","christian_fiction.jpg","active"
213,34,"Christian Romance","christian_romance.jpg","active"
214,34,"Biblical Fiction","biblical_fiction.jpg","active"
215,34,"Inspirational","inspirational.jpg","active"
216,35,"Shonen","shonen.jpg","active"
217,35,"Shojo","shojo.jpg","active"
218,35,"Seinen","seinen.jpg","active"
219,35,"Josei","josei.jpg","active"
220,35,"Manhwa","manhwa.jpg","active"
